_1,_2
"Fort Dodge, IA",0.19099284989739296
"Aiken, SC",0.18926771130491263
"Marco Island, FL",0.18926771130491263
"Ironwood, MI",0.18775083912718457
"Jackson, TN",0.18412965167260884
"Dothan, AL",0.1826827512542009
"Burlington, IA",0.18153090555063414
"Quincy, IL",0.18153090555063414
"Waukesha, WI",0.1780458235452723
"Watertown, NY",0.17796702117922394
"Ponce, PR",0.17762097016986808
"Hattiesburg/Laurel, MS",0.1769782999057844
"Chicopee Falls, MA",0.17683393943342285
"Calexico, CA",0.1762111490570334
"Santa Ynez, CA",0.1762111490570334
"Vernal, UT",0.17454248857246374
"Massena, NY",0.17398120769943967
"Lewisburg, WV",0.17050223752744267
"Greenville, NC",0.16925858194455456
"Coeur d'Alene, ID",0.15659829569367917
"Sedona, AZ",0.15659829569367917
"Lancaster, CA",0.15659829569367917
"Murrieta/Temecula, CA",0.1528820721933591
"Islesboro, ME",0.14599481918699808
"Walla Walla, WA",0.1374864572220213
"Poulsbo, WA",0.1374864572220213
"Sequim, WA",0.1374864572220213
"Hana, HI",0.13173870433424273
"Kamuela, HI",0.13173870433424273
"Mesquite, TX",0.13131924022522418
"Wendover, UT",0.13062133923122585
"Talladega, AL",0.1298828227774798
"Thomson, GA",0.1287544730697381
"Williamsport, PA",0.12494400088146831
"Santa Monica, CA",0.12093002976805646
"Coleman, TX",0.1202049024221705
"Carbondale, IL",0.11850772055182669
"Tehachapi, CA",0.11350890418713733
"Chillicothe, OH",0.11182687473853313
"Uvalde, TX",0.11182687473853313
"Show Low, AZ",0.1107381982704713
"Fairfield, CA",0.10806199377310154
"Corvallis, OR",0.10778198142113506
"New Iberia, LA",0.10443999098061921
"Alliance, NE",0.10419879614142104
"Alamosa, CO",0.10419879614142104
"Chadron, NE",0.10419879614142104
"Laramie, WY",0.10419879614142104
"Sheridan, WY",0.10419879614142104
"Glendive, MT",0.10270545704742805
"Havre, MT",0.10270545704742805
"Wolf Point, MT",0.10270545704742805
"Sidney, MT",0.10270545704742805
"Hibbing, MN",0.10095678537121267
"International Falls, MN",0.10095678537121267
"Camp Douglas, WI",0.10095678537121267
"Beaumont/Port Arthur, TX",0.0998030695662954
"Longview, TX",0.0998030695662954
"Olathe, KS",0.0998030695662954
"Tyler, TX",0.0998030695662954
"Manassas, VA",0.09922075393683574
"Mayaguez, PR",0.09919155564038849
"Fort Pierce, FL",0.09910053224191093
"Ocala, FL",0.09910053224191093
"Fort Drum, NY",0.09906676842958936
"Manteo, NC",0.09678641230839977
"Kirksville, MO",0.09473685179466224
"Jonesboro, AR",0.09473685179466224
"Fort Jefferson, FL",0.09467123664255389
"Scott, KY",0.09328995137625427
"Meridian, MS",0.09018424614981248
"Victoria, TX",0.09018424614981248
"Eufaula, AL",0.08957395929823649
"Cape Girardeau, MO",0.08697521317626178
"Manistee/Ludington, MI",0.08697521317626178
"Mason City, IA",0.08697521317626178
"Sidney, NE",0.08697521317626178
"Fort Leonard Wood, MO",0.08697521317626178
"Florence, SC",0.08575997318776417
"Ogdensburg, NY",0.08370818377147077
"Augusta/Waterville, ME",0.07989275973486994
"Bar Harbor, ME",0.07989275973486994
"Mt. Pocono, PA",0.07989275973486994
"Provincetown, MA",0.07989275973486994
"Rutland, VT",0.07989275973486994
"Cambridge, MD",0.07852474363634004
"Youngstown/Warren, OH",0.04821196511653247
"Westfield, MA",0.00018115942028985507
"Brookings, OR",0.00018115942028985507
"Clifton, AZ",0.00018115942028985507
"Chico, CA",0.00018115942028985507
"Coatesville, PA",0.00018115942028985507
"Kerrville, TX",0.00018115942028985507
"Easton, MD",0.00018115942028985507
"Frederick, MD",0.00018115942028985507
"Goodyear, AZ",0.00018115942028985507
"East Hampton, NY",0.00018115942028985507
"Cooper Lodge, AK",0.00018115942028985507
"Burlington/Mount Vernon, WA",0.00018115942028985507
"Cherry Point, NC",0.00018115942028985507
"Pahrump, NV",0.00018115942028985507
"Bend, OR",0.00018115942028985507
"Nixon Fork Mine, AK",0.00018115942028985507
"Petaluma, CA",0.00018115942028985507
"Jerome, ID",0.00018115942028985507
"North Kingstown, RI",0.00018115942028985507
